"sbj" "actindx" "actname" "timebodyacc-mean-x" "timebodyacc-mean-y" "timebodyacc-mean-z" "timegravityacc-mean-x" "timegravityacc-mean-y" "timegravityacc-mean-z" "timebodyaccjerk-mean-x" "timebodyaccjerk-mean-y" "timebodyaccjerk-mean-z" "timebodygyro-mean-x" "timebodygyro-mean-y" "timebodygyro-mean-z" "timebodygyrojerk-mean-x" "timebodygyrojerk-mean-y" "timebodygyrojerk-mean-z" "timebodyaccmag-mean" "timegravityaccmag-mean" "timebodyaccjerkmag-mean" "timebodygyromag-mean" "timebodygyrojerkmag-mean" "freqbodyacc-mean-x" "freqbodyacc-mean-y" "freqbodyacc-mean-z" "freqbodyacc-meanfreq-x" "freqbodyacc-meanfreq-y" "freqbodyacc-meanfreq-z" "freqbodyaccjerk-mean-x" "freqbodyaccjerk-mean-y" "freqbodyaccjerk-mean-z" "freqbodyaccjerk-meanfreq-x" "freqbodyaccjerk-meanfreq-y" "freqbodyaccjerk-meanfreq-z" "freqbodygyro-mean-x" "freqbodygyro-mean-y" "freqbodygyro-mean-z" "freqbodygyro-meanfreq-x" "freqbodygyro-meanfreq-y" "freqbodygyro-meanfreq-z" "freqbodyaccmag-mean" "freqbodyaccmag-meanfreq" "freqbodybodyaccjerkmag-mean" "freqbodybodyaccjerkmag-meanfreq" "freqbodybodygyromag-mean" "freqbodybodygyromag-meanfreq" "freqbodybodygyrojerkmag-mean" "freqbodybodygyrojerkmag-meanfreq"
8 4 "SITTING" 0.26505139 -0.0058235448 -0.11212001 0.63343601 0.46796927 0.39387052 0.0809996 -0.0099344491 0.00052170784 -0.04009551 -0.087175098 0.17126659 -0.090199811 -0.029714487 -0.063843613 -0.97690119 -0.97690119 -0.98726459 -0.95421623 -0.9881455 -0.98736334 -0.96245087 -0.98410682 -0.3076754 -0.057821068 0.29059414 -0.98921703 -0.98284794 -0.9833107 0.3315354 0.14176508 0.073195878 -0.98486872 -0.97701437 -0.94677865 0.19688648 0.05946788 -0.37543741 -0.96852431 -0.00054777876 -0.98433137 0.22804442 -0.95813548 -0.33652893 -0.97741238 -0.26702289
8 4 "SITTING" 0.28305973 -0.020522275 -0.11053481 0.63005898 0.47421196 0.39269276 0.077779009 0.0089479666 -0.0036208701 -0.028567454 -0.068491312 0.1135726 -0.094533913 -0.03857903 -0.070635573 -0.98829237 -0.98829237 -0.99195567 -0.97927317 -0.99283448 -0.99300658 -0.98830768 -0.98297733 -0.2392754 -0.14920278 0.14485852 -0.99366323 -0.99271913 -0.98442006 0.16586881 0.057286622 -0.084653389 -0.98952331 -0.97901827 -0.95953598 0.16520625 -0.29685027 -0.090928449 -0.98801934 0.38791721 -0.98504264 0.33077542 -0.96799094 -0.096386969 -0.9791129 -0.36726044
8 4 "SITTING" 0.284576 -0.020941532 -0.10688174 0.63172471 0.47250521 0.39127408 0.078380395 0.002311406 -0.0057900406 -0.0246542 -0.059009463 0.096847802 -0.094466748 -0.0465511 -0.065243682 -0.99290481 -0.99290481 -0.99367558 -0.98570317 -0.99754832 -0.99461272 -0.98977771 -0.99072143 -0.057411575 0.20632767 0.25078029 -0.99489118 -0.99415294 -0.99050479 0.38570253 0.11264948 -0.16340282 -0.99461264 -0.99312217 -0.97935261 0.16095303 -0.01681874 -0.21395855 -0.99465425 0.36758322 -0.99412164 0.43467385 -0.98757083 -0.24875329 -0.99722384 0.22127059
8 4 "SITTING" 0.29054942 -0.020731863 -0.11150401 0.63457249 0.4700153 0.39092743 0.076031231 0.013278193 -0.01791778 -0.025772238 -0.066638035 0.070995562 -0.099272058 -0.040919398 -0.058201785 -0.99095564 -0.99095564 -0.99226134 -0.98999104 -0.99662019 -0.99410017 -0.99261801 -0.9838368 -0.22374523 0.27934751 0.22614634 -0.99463677 -0.99141031 -0.98717565 0.32770549 0.23148669 -0.22488342 -0.99592305 -0.99387347 -0.98726367 0.12658967 -0.094548418 0.0031539131 -0.99075202 0.17073733 -0.99228226 0.57835992 -0.99364612 0.15117245 -0.99552786 0.1250346
8 4 "SITTING" 0.28525828 -0.018159308 -0.11628474 0.63850059 0.4678515 0.38948897 0.074676927 0.015429622 0.0041723837 -0.026591303 -0.073968026 0.06418272 -0.099469897 -0.042447104 -0.060665087 -0.99132439 -0.99132439 -0.99205518 -0.98957857 -0.9969372 -0.99373198 -0.99020861 -0.98420386 -0.40087497 0.1027319 0.43558812 -0.99590523 -0.9924247 -0.98363356 0.13303408 0.14640587 0.22508467 -0.99592732 -0.9934386 -0.98810435 0.15669997 -0.031837272 -0.061286795 -0.98968773 0.19305731 -0.99023552 0.44527905 -0.99424474 0.021588033 -0.99628926 0.13204493
8 4 "SITTING" 0.38325418 -0.060821305 -0.23073639 0.8467426 0.27673906 0.251297 0.012624418 0.15868344 -0.0095704799 -0.27051525 -0.42653266 -0.58075153 -0.082019901 0.023962351 -0.0075275147 -0.77735247 -0.77735247 -0.96670376 -0.56325889 -0.98510805 -0.89803797 -0.74570092 -0.92218712 -0.46645397 -0.27283576 -0.66804006 -0.94222722 -0.94272567 -0.96624636 0.26805413 -0.19907918 -0.089575288 -0.95596953 -0.9121083 -0.91976039 -0.38741864 -0.26248644 -0.10357638 -0.7849564 -0.32946235 -0.93740733 0.096788447 -0.90042946 -0.18917786 -0.97850811 -0.49826256
8 4 "SITTING" 0.26265734 0.0033490228 -0.13656841 0.88200089 0.24453242 0.21268816 0.076997873 -0.0096468246 0.0455464 -0.18651662 -0.23861256 -0.34036878 -0.054834002 -0.018830048 0.036384859 -0.94455138 -0.94455138 -0.98716289 -0.73347767 -0.9924463 -0.98675444 -0.95728361 -0.93976979 -0.34464447 -0.32305675 -0.25810343 -0.98828062 -0.98810982 -0.98051886 0.10555247 -0.45066518 -0.13628924 -0.92919034 -0.97195335 -0.86618967 -0.063809207 -0.32615751 0.00080852084 -0.94074155 -0.31660602 -0.98588919 0.55298813 -0.88162947 -0.21874293 -0.99392467 0.14441076
8 4 "SITTING" 0.28241283 -0.012931324 -0.1157738 0.87690635 0.25783755 0.19910479 0.076351389 0.0094537202 -0.0066840875 -0.099181658 -0.13710492 -0.10403947 -0.065592076 -0.018628319 0.0046941277 -0.97970941 -0.97970941 -0.99029559 -0.88300054 -0.99512577 -0.9917166 -0.98192414 -0.97629638 -0.11046739 -0.19088975 -0.16766361 -0.99078253 -0.98758858 -0.98532579 0.13077277 -0.035802063 -0.092352924 -0.9494133 -0.97551531 -0.9140507 -0.015894839 0.0095444032 0.008795663 -0.98714071 0.12393285 -0.98792575 0.58830578 -0.92046379 -0.20643919 -0.9939942 0.33500349
8 4 "SITTING" 0.27247712 -0.007118141 -0.11519769 0.87745298 0.26128326 0.19640477 0.075545994 0.013311653 0.013486937 -0.045885368 -0.069800763 0.036421015 -0.081629476 -0.03533674 -0.027629162 -0.9804675 -0.9804675 -0.99176582 -0.963317 -0.99628142 -0.99358744 -0.98420054 -0.97803227 -0.26718802 -0.0097373391 0.013053185 -0.99419627 -0.98850367 -0.98650418 0.23171721 0.085040346 0.1263875 -0.9720981 -0.98964639 -0.95871238 -0.085831959 -0.35158179 -0.19090933 -0.98928863 0.17908238 -0.99168569 0.64259583 -0.97004051 -0.26848868 -0.99659135 0.4206153
8 4 "SITTING" 0.27076041 -0.011073058 -0.10688073 0.87566424 0.26738417 0.19389266 0.076668602 0.00069666187 -0.00010630615 -0.021787145 -0.053591761 0.11489532 -0.091863134 -0.040413202 -0.049851303 -0.98813006 -0.98813006 -0.99155572 -0.97989424 -0.99687067 -0.99331956 -0.98366726 -0.98465901 -0.11180199 0.13586115 0.080721095 -0.99239377 -0.9905731 -0.98747907 0.2976507 0.032918955 0.10390405 -0.99126342 -0.99315499 -0.98281481 0.067833028 -0.47250753 -0.36301605 -0.99009979 0.1754804 -0.99198616 0.46362223 -0.99179891 -0.35392968 -0.99799137 0.33238208
8 4 "SITTING" 0.27654115 -0.015144952 -0.10670718 0.87365732 0.27157411 0.19455963 0.07424584 0.0067987754 0.0033128296 -0.017004526 -0.053095977 0.12890666 -0.099500535 -0.040903017 -0.054722273 -0.99342497 -0.99342497 -0.99333216 -0.97809161 -0.99816018 -0.9936075 -0.98763688 -0.99086855 -0.083731246 0.16831807 0.10238356 -0.99311224 -0.98946608 -0.99278736 0.10573907 0.043701604 -0.025487449 -0.99876454 -0.99524404 -0.98998713 0.31677529 -0.25715219 -0.29589284 -0.99268923 0.2705822 -0.99553107 0.40128375 -0.99516191 -0.31785418 -0.99902386 0.41124452
8 4 "SITTING" 0.2723729 -0.014553351 -0.10046345 0.87318392 0.27280941 0.1957847 0.073154573 0.015973966 0.0002331199 -0.019372641 -0.058051317 0.11317953 -0.10012157 -0.044063951 -0.052326342 -0.99238708 -0.99238708 -0.99088434 -0.98413817 -0.99636356 -0.99431663 -0.98287102 -0.99115146 -0.028391363 0.38544182 0.270926 -0.99310804 -0.98254238 -0.9906719 0.26535439 0.21715218 0.031447466 -0.9958021 -0.99211217 -0.9881534 0.11214716 -0.24731185 -0.15060948 -0.99100678 0.32562577 -0.99297706 0.42071865 -0.99285022 -0.26910472 -0.99632687 0.19049636
8 4 "SITTING" 0.27651391 -0.016111393 -0.10561562 0.87149473 0.27407366 0.19838978 0.073673576 0.0091436084 -0.010289752 -0.022782271 -0.072866657 0.10271085 -0.099875751 -0.041565426 -0.05418731 -0.99268374 -0.99268374 -0.99172911 -0.9866988 -0.99477667 -0.99539365 -0.98433939 -0.98651614 -0.0033897937 0.036449515 0.24729812 -0.99455314 -0.98741693 -0.98800125 0.29648563 -0.041372549 -0.050391063 -0.99456793 -0.98876117 -0.98504698 0.21701726 -0.32036469 -0.24969446 -0.99285867 0.27591395 -0.99220404 0.55378013 -0.99056763 -0.1663871 -0.99402169 0.32129234
8 4 "SITTING" 0.27478773 -0.015542073 -0.10627133 0.87082972 0.27478364 0.19946557 0.074064461 0.022514745 -0.0040850764 -0.025585224 -0.075497872 0.089290471 -0.098353709 -0.041299153 -0.062325504 -0.99477707 -0.99477707 -0.99325834 -0.99067648 -0.99565368 -0.99378004 -0.98622159 -0.99054543 0.059186961 0.24365944 0.25086512 -0.99241831 -0.9880686 -0.99057726 0.42531784 0.15305322 0.12276919 -0.99531973 -0.99090423 -0.9847953 0.13053824 -0.28945863 0.0019104811 -0.99301479 0.4238044 -0.99402457 0.3587854 -0.99222278 -0.096821333 -0.99453286 0.29297537
8 4 "SITTING" 0.26686194 -0.012836576 -0.099266328 0.86951711 0.27625678 0.20085386 0.078360313 0.0099376622 0.006281053 -0.027590459 -0.073310684 0.085051931 -0.094334942 -0.045435414 -0.056503713 -0.99128459 -0.99128459 -0.99116935 -0.99445011 -0.99643534 -0.99395779 -0.98391995 -0.9900931 0.15790033 0.14144563 0.35912585 -0.9914671 -0.98563965 -0.98964623 0.29798553 0.10355543 0.25082054 -0.99397997 -0.99332757 -0.99056086 0.318666 0.0037968882 -0.032441619 -0.9882342 0.24068083 -0.99093785 0.25635553 -0.99370357 0.20781237 -0.99677334 0.17087324
8 4 "SITTING" 0.27605345 -0.016486825 -0.10838065 0.86649195 0.2787273 0.20391457 0.078062612 -0.0032465056 -0.0046763968 -0.027072694 -0.078401053 0.086537778 -0.10022284 -0.038300653 -0.05599906 -0.98872375 -0.98872375 -0.99184155 -0.99253496 -0.99715272 -0.99477745 -0.98305162 -0.98409463 0.10527601 0.21211515 0.015602505 -0.99384468 -0.98795381 -0.98795542 0.38591086 0.11953404 0.16317993 -0.99374601 -0.99258622 -0.99472887 0.11225236 -0.46325851 -0.061833006 -0.9877348 0.2177152 -0.99309362 0.29608201 -0.99334099 -0.092669567 -0.99781455 0.33763548
8 4 "SITTING" 0.27622107 -0.015411775 -0.11016991 0.86583732 0.27915865 0.20395708 0.074429898 0.017709597 0.0096363262 -0.027963224 -0.075058445 0.081561123 -0.10239528 -0.035175401 -0.054137035 -0.99073416 -0.99073416 -0.99373664 -0.99238067 -0.99724381 -0.99461856 -0.98703034 -0.9878356 -0.10714634 0.40407118 0.077815914 -0.99443396 -0.98818934 -0.99231209 0.22463367 0.45456134 0.087839653 -0.99455811 -0.99080831 -0.99372809 0.31033376 -0.32292312 -0.1375455 -0.99254041 0.17731506 -0.99648863 0.66257639 -0.99306252 -0.033184211 -0.99816053 0.41882768
8 4 "SITTING" 0.27482347 -0.013732694 -0.1005107 0.86520721 0.28031248 0.20408444 0.080477173 0.011677146 0.0010287272 -0.028510098 -0.076577445 0.086769039 -0.097592588 -0.042555497 -0.048799049 -0.99278766 -0.99278766 -0.99535214 -0.99534942 -0.99800911 -0.99481428 -0.98897105 -0.99262241 -0.19952654 -0.058713809 0.17416393 -0.99485515 -0.99200247 -0.99288379 0.20434301 0.096233739 0.12802854 -0.99770919 -0.99441624 -0.99159041 0.137202 -0.28582622 0.037473944 -0.99453057 0.18094947 -0.99612227 0.69565249 -0.99514749 -0.042680868 -0.99838786 0.35105107
8 4 "SITTING" 0.27884778 -0.01648585 -0.10902293 0.8644782 0.28213902 0.20633046 0.077677978 0.033658252 -0.0076816254 -0.028032828 -0.077505898 0.085946713 -0.097018819 -0.052173871 -0.047032482 -0.99423024 -0.99423024 -0.99498204 -0.99529653 -0.99825644 -0.99566533 -0.98799501 -0.99160981 -0.053944701 0.46511192 0.24918597 -0.9956494 -0.9885175 -0.99314248 0.28407343 -0.12467047 0.016375243 -0.99732358 -0.99210151 -0.99258438 0.22268758 0.21666405 0.016403903 -0.994187 0.29698814 -0.99227083 0.52073143 -0.99326599 0.27875319 -0.99613929 0.046539377
8 6 "LAYING" 0.37567476 -0.015197245 -0.15873168 -0.30032733 0.82990711 0.53828987 0.038065501 0.051407365 -0.017327641 0.11772375 0.14668342 0.63026299 -0.099928995 -0.069224199 -0.17246406 -0.90267282 -0.90267282 -0.98737236 -0.69039437 -0.9916038 -0.95656393 -0.92419608 -0.9612354 -0.19391345 -0.32450756 -0.51014271 -0.98632686 -0.9758331 -0.98657835 0.21091342 0.039498726 -0.017287006 -0.98011987 -0.96266611 -0.82119611 -0.57764383 -0.20947609 -0.020896719 -0.93470592 -0.30561732 -0.9861558 0.01139752 -0.88068935 -0.2587414 -0.9887236 0.17683477
8 6 "LAYING" 0.27151667 -0.0097732079 -0.11392092 -0.26857692 0.82859109 0.52101065 0.064598773 -0.015849132 0.028369987 0.069195593 0.032834109 0.31594136 -0.12555431 -0.063252641 -0.13248196 -0.97279252 -0.97279252 -0.99415823 -0.8464117 -0.99665436 -0.98133718 -0.96963443 -0.97363428 -0.40714522 0.13575542 -0.22262142 -0.99235627 -0.99035285 -0.99406114 0.15123708 0.076138467 0.17502421 -0.95840076 -0.97193686 -0.88257128 0.036442577 -0.15210919 -0.037177965 -0.96670712 -0.12788724 -0.99580908 0.41122164 -0.90722043 -0.21021518 -0.99662047 0.32735977
8 6 "LAYING" 0.27320377 -0.019454394 -0.1028271 -0.26846507 0.83337095 0.51714919 0.082352825 0.012836277 -0.0085153387 0.018990198 -0.048966146 0.13301282 -0.12004603 -0.049033256 -0.092900836 -0.99136424 -0.99136424 -0.99512435 -0.94373267 -0.99741483 -0.99050223 -0.98905215 -0.99633983 -0.13685313 0.12304993 0.096105938 -0.99221707 -0.98967356 -0.99899743 0.29238891 -0.091895457 -0.059155903 -0.96721858 -0.98831547 -0.9472928 0.026257691 -0.23700651 0.0013088789 -0.99579365 0.25759903 -0.99795302 0.36880402 -0.95618242 -0.20335813 -0.99822324 0.49038664
8 6 "LAYING" 0.28335524 -0.01679785 -0.11057312 -0.27045841 0.83215123 0.51917043 0.071889114 0.017856293 0.0029005242 -0.014014262 -0.081485676 0.057782512 -0.10840975 -0.043662445 -0.066629238 -0.99746204 -0.99746204 -0.99651815 -0.97762744 -0.99757145 -0.9954437 -0.99119445 -0.99808535 -0.081827238 0.41784242 0.26758678 -0.99559959 -0.99188077 -0.99777608 0.39459001 -0.0157734 0.055130958 -0.98433872 -0.99577771 -0.98446082 -0.061561118 0.16780281 0.13920244 -0.99839057 0.41734954 -0.99849105 0.34367816 -0.99250125 -0.12060011 -0.99807174 0.40667718
8 6 "LAYING" 0.27442966 -0.017100912 -0.10499792 -0.26890825 0.83229068 0.51854781 0.078522607 0.0088168187 0.0054361984 -0.031060618 -0.090676336 0.044299359 -0.10226446 -0.04591624 -0.052268556 -0.99521635 -0.99521635 -0.99392391 -0.98068012 -0.99643014 -0.99354167 -0.99084586 -0.99105035 -0.026959763 0.12942692 0.28031563 -0.99311997 -0.99124368 -0.99159516 0.19755375 0.14334105 0.079012704 -0.99279618 -0.99125103 -0.99550759 -0.063265264 0.16969402 0.31898598 -0.99528284 0.3490745 -0.99371882 0.37096655 -0.99383876 -0.032771449 -0.99520593 0.10137733
8 6 "LAYING" 0.28030977 -0.018082727 -0.10612207 -0.26953439 0.83215592 0.52014149 0.078524871 0.0067902769 -0.0075925627 -0.033467739 -0.091014871 0.056117211 -0.098487205 -0.039493758 -0.051649765 -0.99233051 -0.99233051 -0.99185595 -0.98485302 -0.99574021 -0.99299699 -0.98788035 -0.98878991 -0.15695197 0.29127186 0.14643868 -0.99184445 -0.9885556 -0.989425 0.34360212 0.12032265 0.23778749 -0.99355846 -0.99118504 -0.99312096 -0.069816562 -0.13453658 0.14155159 -0.99498242 0.39634656 -0.99380817 0.47603192 -0.99192527 -0.15156718 -0.99442454 0.32108277
8 6 "LAYING" 0.28286688 -0.018566478 -0.11031554 -0.26841337 0.83148363 0.52086215 0.072917603 0.011260488 -0.00032530994 -0.033230832 -0.078908064 0.071759213 -0.0970281 -0.037005255 -0.050753955 -0.99446462 -0.99446462 -0.99416781 -0.99139508 -0.99696684 -0.99545026 -0.98900339 -0.99249886 0.13786402 0.10537181 0.27967968 -0.99464509 -0.99017015 -0.99203931 0.33859866 0.064933037 0.36198143 -0.99428983 -0.99478669 -0.99416932 0.066025765 0.10114207 0.079553488 -0.99445069 0.38003207 -0.99588262 0.66196619 -0.99488993 0.13819155 -0.99740798 0.56602482
8 6 "LAYING" 0.27832066 -0.018721332 -0.10751882 -0.26686868 0.83068169 0.52002783 0.072185292 0.016121411 0.001294105 -0.030471932 -0.074663176 0.081074955 -0.097492995 -0.0383165 -0.048595775 -0.99539247 -0.99539247 -0.99358425 -0.99500523 -0.99721032 -0.99527186 -0.99211628 -0.98991711 -0.01973262 0.48132076 0.23186694 -0.99393115 -0.99083104 -0.98988627 0.44798748 0.21947843 0.24588859 -0.99515647 -0.99667989 -0.99545512 -0.12192487 0.38515286 0.80093906 -0.99451663 0.48726085 -0.99401098 0.43782043 -0.99741962 0.30499519 -0.99830114 0.29038244
8 6 "LAYING" 0.27582024 -0.015805538 -0.10740303 -0.26688994 0.82996017 0.52040935 0.074606305 0.012911458 -0.002298244 -0.027752346 -0.071641993 0.085601118 -0.098010483 -0.038574029 -0.053458226 -0.99654076 -0.99654076 -0.99284404 -0.99648011 -0.99735792 -0.99599725 -0.99135875 -0.99067401 -0.043611629 0.51258292 0.48155048 -0.99520366 -0.98917877 -0.98743653 0.28562981 0.40820816 0.36724532 -0.99717632 -0.99644054 -0.99404969 0.016166161 0.010015806 0.4238583 -0.99642492 0.62089939 -0.99392958 0.33940308 -0.99769274 0.47483648 -0.9981232 0.40677524
8 6 "LAYING" 0.27458679 -0.016544793 -0.10600243 -0.26756102 0.83050237 0.5208577 0.082153036 0.0069232574 -0.0012593658 -0.027540756 -0.073277094 0.087978838 -0.098059443 -0.042046586 -0.057161527 -0.99679251 -0.99679251 -0.99430707 -0.99660688 -0.99800792 -0.99531374 -0.99228653 -0.99269406 0.29530896 0.23072209 0.42425213 -0.99533564 -0.99289631 -0.99054936 0.35032926 0.16424964 0.33635338 -0.99776592 -0.99636055 -0.99505731 0.13444371 -0.030883041 0.5556618 -0.99696407 0.58839157 -0.99483694 0.46463783 -0.99767539 0.24829618 -0.99853337 0.45324075
8 6 "LAYING" 0.27829992 -0.016550119 -0.1086777 -0.2684228 0.83091419 0.52163277 0.075150904 0.0094074005 -0.0053435274 -0.026754187 -0.075683206 0.087786572 -0.098660921 -0.040503829 -0.054499676 -0.99625723 -0.99625723 -0.99545585 -0.99717832 -0.99869942 -0.99722096 -0.9900167 -0.99425441 0.031183273 0.22007505 0.33662431 -0.99621173 -0.98986148 -0.99384438 0.39738659 0.073002115 0.29506779 -0.99689081 -0.99729793 -0.99681862 0.069727983 -0.024657118 0.22121542 -0.99777303 0.52898806 -0.99569341 0.34007024 -0.99815359 0.20190338 -0.9990004 0.40945875
8 6 "LAYING" 0.27874304 -0.016890745 -0.10656173 -0.2684292 0.83134933 0.52178484 0.071547976 0.0048441907 -0.0094233414 -0.027485623 -0.074034253 0.087493969 -0.098306881 -0.039234158 -0.05418768 -0.99543642 -0.99543642 -0.99485752 -0.99688454 -0.99880578 -0.99146488 -0.98988247 -0.99664253 0.075037381 0.25644527 0.15518343 -0.98904605 -0.98980736 -0.99563895 0.22698419 -0.0092419976 0.41832048 -0.99618056 -0.99757884 -0.99748626 0.057451697 -0.098357136 0.23267336 -0.99544366 0.44809338 -0.99369307 -0.074424756 -0.99858504 0.27549215 -0.9992599 0.59568023
8 6 "LAYING" 0.27841183 -0.016790073 -0.11020309 -0.2681635 0.8313917 0.52203495 0.085470335 0.014243921 -0.0071033403 -0.026696444 -0.074181703 0.083207834 -0.10179846 -0.027770307 -0.071691505 -0.99366037 -0.99366037 -0.99269515 -0.99617291 -0.99774795 -0.9902267 -0.99117558 -0.99083275 0.23572459 0.26878478 0.094405189 -0.98712417 -0.99012549 -0.99153762 0.40282939 0.38970292 0.25576034 -0.99496392 -0.99411789 -0.9847871 0.17674148 0.21208221 0.63738629 -0.99224256 0.61833324 -0.99026179 -0.054762038 -0.98882649 0.28726827 -0.99436312 0.16485994
8 6 "LAYING" 0.37534296 -0.0058260128 -0.1478782 -0.36404988 0.90277857 0.39435297 0.036565511 0.059731949 -0.01252636 0.14188968 0.18024713 0.34308991 -0.16743139 -0.067845025 -0.11293503 -0.91979963 -0.91979963 -0.96631198 -0.7558999 -0.97874239 -0.94136139 -0.90096838 -0.95666431 -0.37938541 0.92976984 0.1023422 -0.97236032 -0.87772204 -0.96612842 0.15393508 0.316961 0.3478979 -0.89760552 -0.94174351 -0.89494255 0.16335184 -0.16060369 -0.19352848 -0.90976391 -0.084954959 -0.9194128 -0.71264178 -0.86215263 -0.20013651 -0.96649591 -0.14885985
8 6 "LAYING" 0.26486367 -0.014710648 -0.10688014 -0.33041486 0.90671472 0.38057993 0.068715728 -0.0086976007 0.015860912 0.048162463 0.017453198 0.17808004 -0.1357837 -0.063921625 -0.090182776 -0.98495159 -0.98495159 -0.99101069 -0.90274836 -0.99357846 -0.99002503 -0.97990697 -0.97802443 -0.086322791 0.093467807 0.14227425 -0.99135186 -0.98760916 -0.98745488 0.30994868 0.2313438 0.10907702 -0.93866529 -0.96781477 -0.94841559 -0.019478973 -0.18238704 -0.041754225 -0.98882747 0.107623 -0.99193652 0.66008243 -0.91833002 -0.22294093 -0.99261517 0.19037235
8 6 "LAYING" 0.26828505 -0.020870782 -0.098359017 -0.3337458 0.9082933 0.38069778 0.082423265 0.0095468748 -0.014370313 -0.0085744034 -0.070857505 0.094669995 -0.11582286 -0.050653862 -0.067429767 -0.98990072 -0.98990072 -0.99196341 -0.9712668 -0.99414436 -0.99071649 -0.99082778 -0.98747946 0.018538341 0.17556393 0.29230509 -0.99084965 -0.99096281 -0.99005906 0.19928065 0.14027543 -0.052717252 -0.9732553 -0.98237614 -0.97981072 0.020133204 -0.1452406 -0.05992714 -0.99118198 0.29857211 -0.99285439 0.59368842 -0.97895214 -0.2201574 -0.99592636 0.54434207
8 6 "LAYING" 0.27775354 -0.016446998 -0.11056393 -0.33683478 0.90631988 0.38444241 0.08015215 0.01311146 -0.015704535 -0.031899053 -0.10805248 0.062583359 -0.10337396 -0.042432102 -0.059781651 -0.99209217 -0.99209217 -0.9910183 -0.98069391 -0.99467338 -0.99352225 -0.98965356 -0.9837795 0.20910467 0.31341738 0.30402501 -0.99144031 -0.98846412 -0.98837177 0.065195079 0.439984 0.28669608 -0.9910138 -0.99110676 -0.99144852 -0.07602684 0.035644554 0.37367296 -0.99048327 0.37476465 -0.99112376 0.18732496 -0.99236826 0.026250361 -0.99620817 0.27633095
8 6 "LAYING" 0.27885311 -0.014658601 -0.11529152 -0.33652416 0.90663971 0.38352588 0.076334942 0.014273915 0.0047365841 -0.040323082 -0.10046016 0.063863702 -0.10133784 -0.036488321 -0.051386524 -0.99466055 -0.99466055 -0.99063357 -0.98182656 -0.99581293 -0.99390559 -0.98986602 -0.99234981 -0.0045863845 0.40765939 0.40890397 -0.99256504 -0.98794051 -0.98922229 0.18656941 0.31157435 0.39091927 -0.99608549 -0.99300051 -0.99335629 0.13678777 0.18802972 0.20907698 -0.99294584 0.55973088 -0.99153725 0.32604833 -0.99443547 -0.058017547 -0.997054 0.28075889
8 6 "LAYING" 0.27707567 -0.018039482 -0.10420478 -0.33613806 0.90772163 0.38133871 0.073909862 0.010927931 0.011973174 -0.037898225 -0.085568135 0.074305591 -0.09452355 -0.042114287 -0.053403317 -0.99663995 -0.99663995 -0.99225984 -0.98780305 -0.99604109 -0.99395568 -0.99171647 -0.99174445 0.034634699 0.37344515 0.60324543 -0.99212028 -0.99016071 -0.99044623 0.25832975 0.27701219 0.18121212 -0.99333277 -0.99414598 -0.99388766 -0.039069932 0.22561759 0.23025951 -0.99618339 0.56158481 -0.99474933 0.59881691 -0.99564746 -0.0068033783 -0.99655499 0.20148207
8 6 "LAYING" 0.28364238 -0.018090939 -0.10655575 -0.33612984 0.90754055 0.3825664 0.075692278 0.011542429 0.0062339625 -0.031676712 -0.086637712 0.080085315 -0.094105156 -0.04010012 -0.05355715 -0.99494204 -0.99494204 -0.99329612 -0.99146624 -0.99548181 -0.99449338 -0.99325655 -0.99168264 -0.044527154 0.52632851 0.30093531 -0.99352349 -0.99055993 -0.99157757 0.21662068 0.3084133 0.20197281 -0.9947744 -0.99401048 -0.99513322 0.12529697 0.1839569 0.18034591 -0.99517801 0.46279778 -0.99465481 0.63980814 -0.99562423 0.36500183 -0.99618118 0.16609266
8 6 "LAYING" 0.28435952 -0.017502601 -0.11440951 -0.33413193 0.90729549 0.38302099 0.072212839 0.011201813 -0.002397882 -0.03029006 -0.077435741 0.084208881 -0.099096976 -0.036408972 -0.050895825 -0.99222137 -0.99222137 -0.99287898 -0.99245361 -0.99442536 -0.9926325 -0.98916348 -0.98796723 -0.0017431785 0.25237924 0.092375429 -0.99238674 -0.98883135 -0.99022136 0.13917276 0.17346555 0.0094657479 -0.99505846 -0.99013567 -0.99519476 -0.01503479 0.17926385 0.29501103 -0.99180545 0.33370824 -0.99020036 0.66685356 -0.99345692 0.38846073 -0.99551058 0.26527432
8 6 "LAYING" 0.27955543 -0.017815454 -0.1103998 -0.33186229 0.90688513 0.38100966 0.072924518 0.013643564 -0.0069287507 -0.027929097 -0.073453683 0.086883605 -0.099801988 -0.042372241 -0.052966129 -0.99344559 -0.99344559 -0.99262003 -0.99363372 -0.99527265 -0.99396126 -0.98967731 -0.98598873 -0.0053685069 0.19097629 0.16502121 -0.99319525 -0.99064858 -0.98821368 0.15518099 0.1264303 0.10837127 -0.9942152 -0.99142112 -0.99654148 -0.0041081723 0.073312398 0.25358464 -0.99120171 0.22502152 -0.99157898 0.62625049 -0.9934273 0.34503491 -0.9957568 0.27261262
